"Mainstream National Schools 2009-2010 School Year.",,,,,,,,
"Schools in red have since closed",,,"Enrolment as on 30th September 2009",,,,,
"COUNTY","Roll No.","SCHOOL","ADDRESS 1","ADDRESS 2","TEL. NO.","GIRLS","BOYS","TOTAL"
"LEITRIM","20212D","GAELSCOIL LIATROMA","C L G MAOMH MHUIRE","ATTYFINLAY",719671464,87,99,186
"LEITRIM","20260O","Gaelscoil Chluainín","Sráid an Chaisleáin","Cluainín Uí Ruairc",719856821,30,26,56
"LIMERICK CITY","00570R","MHUIRE NAOFA CAILINI","BISHOP STREET","LIMERICK",61419264,101,0,101
"LIMERICK CITY","06936R","ST JOHNS CONVENT","CATHEDRAL PLACE","LIMERICK CITY",61416752,215,60,275
"LIMERICK CITY","12834S","ST MICHAELS","11 BARRINGTON ST","LIMERICK",61315927,45,77,122
"LIMERICK CITY","15320C","ST MICHAELS NS","CBS GROUNDS","SEXTON STREET",61317672,11,56,67
"LIMERICK CITY","16443A","SCOIL PADRAIG NAOFA B","DUBLIN ROAD","LIMERICK",61412913,0,213,213
"LIMERICK CITY","16444C","SCOIL PADRAIG NAOFA C","DUBLIN ROAD","LIMERICK",61417119,216,0,216
"LIMERICK CITY","16715H","ST JOHN THE BAPTIST BOYS N S","DOWNEY STREET","PENNYWELL",61312411,0,40,40
"LIMERICK CITY","16910F","SCOIL IOSAGAIN","SRAID SEASNAIN","LIMERICK",61413950,0,281,281
"LIMERICK CITY","17445J","SCOIL LILE NAOFA","KILEELY","LIMERICK",61327994,27,35,62
"LIMERICK CITY","17671S","MARIA AUXILIATRIX N S","FERNBANK","LIMERICK",61455442,245,0,245
"LIMERICK CITY","17737W","OUR LADY QUEEN OF PEACE SCHOOL","JANESBORO","LIMERICK",61311285,141,46,187
"LIMERICK CITY","17941V","ST MUNCHINS G N S","BALLYNANTY","LIMERICK",61452755,155,35,190
"LIMERICK CITY","17942A","SCOIL MHAINCHIN BUACH","BOTHAR SIOLBROIN","LIMERICK",61455180,0,81,81
"LIMERICK CITY","18677M","SCOIL MATHAIR DE","CUAR BOTHAR THEAS","LUIMNEACH",61317630,122,119,241
"LIMERICK CITY","18872K","SCOIL IDE","CORBALLY","LIMERICK",61345495,395,384,779
"LIMERICK CITY","18991S","J F K MEMORIAL SCHOOL","ENNIS RD","LIMERICK",61452090,0,278,278
"LIMERICK CITY","19204U","CROI RO NAOFA IOSA","FERNBANK","LIMERICK",61455433,116,132,248
"LIMERICK CITY","19331E","SCOIL CHRIOST RI B","CAHERDAVIN","LIMERICK City",61453484,0,255,255
"LIMERICK CITY","19332G","S N MUIRE NA HEIREANN","CAHERDAVIN","LIMERICK City",61454149,306,0,306
"LIMERICK CITY","19372S","SOUTH HILL N S","SOUTH HILL","LIMERICK",61419879,35,27,62
"LIMERICK CITY","19475F","ST BRIGIDS NS","SINGLAND","LIMERICK",61414319,193,235,428
"LIMERICK CITY","19667O","OUR LADY OF LOURDES N S","ROSBRIEN","LIMERICK",61227991,89,113,202
"LIMERICK CITY","19830W","CORPUS CHRISTI N S","MOYROSS","LIMERICK",61455166,88,102,190
"LIMERICK CITY","19894C","AN MHODH SCOIL","ASCAIL UI CHONAILL","LUIMNEACH",61315827,279,265,544
"LIMERICK CITY","19931F","GAELSCOIL SHEOIRSE","CLANCY","AN CNOC THEAS",61314220,52,59,111
"LIMERICK CITY","19934L","LIMERICK SCHOOL PROJECT","O'CONNELL AVENUE","LIMERICK",61412994,109,105,214
"LIMERICK CITY","19956V","GAELSCOIL SAIRSEAL","SRAID AN DROICHID","LUIMNEACH",61411933,132,115,247
"LIMERICK CITY","20018H","MARIA KING PRESENTATION PRIMARY","SEXTON STREET","LIMERICK",61412494,190,60,250
"LIMERICK CITY","20181S","GAELSCOIL AN RAITHIN","DOORADOYLE ROAD","LIMERICK CITY",61305908,105,93,198
"LIMERICK CITY","20184B","GALVONE NS","KENNEDY PARK","LIMERICK CITY",61311286,54,79,133
"LIMERICK CITY","20185D","ST MARYS BOYS NS","ISLAND ROAD","LIMERICK",61410338,0,115,115
"LIMERICK COUNTY","02007A","CROAGH NATIONAL SCHOOL","RATHKEALE","CO LIMERICK",6964750,43,38,81
"LIMERICK COUNTY","02358G","TEMPLEGLANTINE N S","TEMPLEGLANTINE","CO LIMERICK",6984300,58,53,111
"LIMERICK COUNTY","02813E","S N SHEANAIN","FOYNES","CO LIMERICK",6965117,70,60,130
"LIMERICK COUNTY","04466T","BALLYMARTIN N S","CROOM","KILMALLOCK",61397220,46,44,90
"LIMERICK COUNTY","04469C","S N FIODHNACH","KILLMALLOCK","CO LIMERICK",6385225,36,45,81
"LIMERICK COUNTY","06516S","KILDIMO NATIONAL SCHOOL","KILDIMO","CO LIMERICK",61394500,83,76,159
"LIMERICK COUNTY","06539H","KNOCKEA NATIONAL SCHOOL","BALLYNEETY","CO LIMERICK",61351414,97,112,209
"LIMERICK COUNTY","07117J","S N LOCH GUIR","HOLY CROSS","KILLMALLOCK",61385004,21,18,39
"LIMERICK COUNTY","07222G","BANOGUE NATIONAL SCHOOL","CROOM","CO LIMERICK",61397188,27,33,60
"LIMERICK COUNTY","07317R","GLENGURT N S","TOORNAFULLA","CO LIMERICK",6981120,32,33,65
"LIMERICK COUNTY","07857D","S N AILBHE","KILLINURE","LIMERICK",61351377,61,78,139
"LIMERICK COUNTY","07900B","BALLYSTEEN N S","ASKEATON","CO LIMERICK",61398383,14,16,30
"LIMERICK COUNTY","08342V","BOHERMORE N S","BALLYSIMON","CO LIMERICK",61351020,10,21,31
"LIMERICK COUNTY","08419H","ARDPATRICK N S","KILLMALLOCK","CO LIMERICK",6391411,32,35,67
"LIMERICK COUNTY","08572P","BRUREE NATIONAL SCHOOL","BRUREE","CO LIMERICK",6390896,53,66,119
"LIMERICK COUNTY","08926B","ST NICHOLAS CHURCH OF IRELAND SCHOO","ADARE","CO LIMERICK",61396683,25,27,52
"LIMERICK COUNTY","09132P","CARNANE MXD N S","FEDAMORE","KILMALLOCK",61390343,38,43,81
"LIMERICK COUNTY","09296W","OUR LADYS ABBEY","SCOIL NA GCAILINI","ADARE",61396753,122,0,122
"LIMERICK COUNTY","09306W","CROOM NATIONAL SCHOOL","CROOM","CO LIMERICK",61397416,79,102,181
"LIMERICK COUNTY","09401Q","MONOGAY NATIONAL SCHOOL","NEWCASTLEWEST","CO LIMERICK",6962805,71,50,121
"LIMERICK COUNTY","09702H","ST JAMES N S","CAPPAGH","ASKEATON",6964780,57,46,103
"LIMERICK COUNTY","09915B","MARTINSTOWN N S","KILLMALLOCK","CO LIMERICK",6388146,16,20,36
"LIMERICK COUNTY","09927I","GRANAGH NATIONAL SCHOOL","GRANAGH","KILMALLOCK",61399081,35,34,69
"LIMERICK COUNTY","10929T","RATHKEALE N S 2","RATHKEALE","CO LIMERICK",6964571,19,7,26
"LIMERICK COUNTY","10991B","GARRYDOOLIS N S","PALLASAGREEN","CO LIMERICK",6257343,15,21,36
"LIMERICK COUNTY","11280T","CARRICKERRY N S","ATHEA","CO LIMERICK",6976229,24,32,56
"LIMERICK COUNTY","11307N","BALLYGUILTENANE N S","GLIN","CO LIMERICK",6834545,32,28,60
"LIMERICK COUNTY","11422N","MAHOONAGH N S","CASTLEMAHON","LIMERICK",6972332,68,81,149
"LIMERICK COUNTY","11809O","S N CNOCH A DEAGA","BALLYLANDERS","CO LIMERICK",6246113,12,23,35
"LIMERICK COUNTY","11955C","COOLCAPPA N S","ARDAGH","CO LIMERICK",6976493,12,12,24
"LIMERICK COUNTY","12368P","S N NAOMH PADRAIG","ABBEYFEALE","CO LIMERICK",6832121,20,24,44
"LIMERICK COUNTY","12613C","GLENBROHANE N S","GARRYSPILLANE","KILLMALLOCK",6246009,37,36,73
"LIMERICK COUNTY","12631E","PALLASKENRY N S","PALLASKENRY N S","CO LIMERICK",61393096,70,89,159
"LIMERICK COUNTY","12975N","ST JOSEPHS CONVENT","NEWCASTLE WEST","CO LIMERICK",6962778,212,0,212
"LIMERICK COUNTY","13026P","KILFINANE CONVENT PRIMARY SCHOOL","KILFINANE","CO LIMERICK",6391326,57,72,129
"LIMERICK COUNTY","13459A","S N GALLBHAILE","GALBALLY","CO TIPPERARY",6237933,66,65,131
"LIMERICK COUNTY","13790G","BULGADEN N S","BULGADEN","KILMALLOCK",6398882,12,33,45
"LIMERICK COUNTY","14005M","KILTEELY N S","KILTEELY","CO LIMERICK",61384568,18,19,37
"LIMERICK COUNTY","14067L","FEDAMORE N S","FEDAMORE","KILLMALLOCK",61390337,18,20,38
"LIMERICK COUNTY","14075K","S N MOLUA B","ARDAGH","CO LIMERICK",6976353,59,66,125
"LIMERICK COUNTY","14231V","NICKER N S","NICKER","OLDPALLAS",61384761,41,53,94
"LIMERICK COUNTY","14305B","BALLYLANDERS N S","KILMALLOCK","CO LIMERICK",6246889,50,46,96
"LIMERICK COUNTY","14409N","SCOIL NEASSAIN","MUNGRET","LIMERICK",61229911,336,380,716
"LIMERICK COUNTY","14625T","DOON CONVENT N S","DOON","CO LIMERICK",61380149,100,38,138
"LIMERICK COUNTY","15226K","CAHERLINE N S","CAHERLINE","CAHERCONLISH",61351657,58,64,122
"LIMERICK COUNTY","15680J","SCOIL AN SPIORAID NAOMH","ROXBOROUGH","BALLYSHEEDY",61228041,129,151,280
"LIMERICK COUNTY","15685T","ATHEA N SCHOOL","ATHEA","CO LIMERICK",6842333,73,75,148
"LIMERICK COUNTY","15692Q","BILBOA N SCHOOL","BILBOA","CAPPAGHAMORE",61381652,50,58,108
"LIMERICK COUNTY","15700M","CLOVERFIELD N S","CLOVERFIELD","DROMCHAOIN",61384566,21,23,44
"LIMERICK COUNTY","16118M","DONOUGHMORE N S","DONOUGHMORE","LIMERICK",61418173,86,123,209
"LIMERICK COUNTY","16237U","DROMTRASNA N S","ABBEYFEALE","CO LIMERICK",6831822,56,60,116
"LIMERICK COUNTY","16239B","MEENKILLY N S","ABBEYFEALE","CO LIMERICK",6831631,39,33,72
"LIMERICK COUNTY","16264A","ABBEYFEALE B N S 1","ABBEYFEALE","CO LIMERICK",6831699,0,148,148
"LIMERICK COUNTY","16439J","SCOIL NA MBEARNAN","PALLASAGREEN","CO LIMERICK",61384481,20,40,60
"LIMERICK COUNTY","16508C","SCOIL ATHAIN","LISNAGRY","CO LIMERICK",61335101,67,78,145
"LIMERICK COUNTY","16712B","SCOIL NAOMH IOSAF","ADARE","CO LIMERICK",61396101,0,120,120
"LIMERICK COUNTY","16713D","SCOIL NA MBRAITHRE","DOON","CO LIMERICK",61380239,0,50,50
"LIMERICK COUNTY","16764U","KILMEEDY N S","KILMEEDY","CO LIMERICK",6387128,20,13,33
"LIMERICK COUNTY","16896O","SCOIL NAOMH IDE","ATH NA FUINNSEOIGE","BEALACH CO LUIMNI",6985292,19,15,34
"LIMERICK COUNTY","16913L","SCOIL NA NAOINEAN","EAS GEIPHTINE","CO LUIMNI",61398183,52,67,119
"LIMERICK COUNTY","17060M","CONVENT OF MERCY N S","ABBEYFEALE","CO LIMERICK",6831701,176,0,176
"LIMERICK COUNTY","17068F","SCOIL SEAN TSRAIDE","ATH DARA","CO LUIMNI",61396765,81,78,159
"LIMERICK COUNTY","17076E","SCOIL MHUIRE","GLEANN RUADH","KILMALLOCK",6386080,8,12,20
"LIMERICK COUNTY","17101A","SCOIL CRE CUMHRA","PATRICKS WELL","CO LIMERICK",61355228,98,88,186
"LIMERICK COUNTY","17138A","SCOIL CILL COLMAIN","ARD ACHADH","CO LUIMNI",6960005,34,38,72
"LIMERICK COUNTY","17155A","ATHLACCA N S","ATHLACCA","KILMALLOCK",6390978,38,36,74
"LIMERICK COUNTY","17184H","OOLA NATIONAL SCHOOL","OOLA","TIPPERARY",6247906,41,43,84
"LIMERICK COUNTY","17212J","SCOIL NAIS CNOC AINE","CNOC AINE","OSPUIDEAL",61383529,53,51,104
"LIMERICK COUNTY","17293M","SCOIL IOSEPH NAOFA","BALLYORGAN","KILFINANE",6391545,3,4,7
"LIMERICK COUNTY","17298W","KILBEHENNY N S","KILBEHENNY","MITCHELSTOWN",2584337,24,15,39
"LIMERICK COUNTY","17299B","SCOIL MHUIRE","EFFIN","KILLMALLOCK",6371541,40,55,95
"LIMERICK COUNTY","17364J","SCOIL BAILE AN AIRD","BAILE AN AIRD","KILMALLOCK",61385340,37,33,70
"LIMERICK COUNTY","17438M","SHANAGOLDEN N S","SHANAGOLDEN","CO LIMERICK",6960215,61,72,133
"LIMERICK COUNTY","17487C","SCOIL NAIS CATHAIR CHINN LIS","CATHAIRCINNLIS","CAHERCONLISH",61351844,46,46,92
"LIMERICK COUNTY","17593B","SCOIL NAOMH MHUIRE","CNOC UI COILEAIN","ABBEYFEALE",6844470,16,15,31
"LIMERICK COUNTY","17738B","SCOIL TOBAR PADRAIG","TOBAR PHADRAIG","LUIMNEACH",61355057,78,106,184
"LIMERICK COUNTY","17814O","GEAROID UI GHRIOBHTHA","LOUGHILL","MOUNTRENCHARD",6965450,22,22,44
"LIMERICK COUNTY","17871D","SCOIL CILL CHURNAIN","KILCORNAN","CO LIMERICK",61393304,36,47,83
"LIMERICK COUNTY","17937H","SCOIL MOIN A LIN","CASTLEROY","LIMERICK",61336048,290,275,565
"LIMERICK COUNTY","17951B","SCOIL O CURAIN B","NEWCASTLEWEST","CO LIMERICK",6962638,5,241,246
"LIMERICK COUNTY","17981K","S N GLEANN NA GCREABHAR","GLEANN NA GCREABHAR","CILL MOCHEALLOG",6246697,34,28,62
"LIMERICK COUNTY","18030I","SCOIL AILBHE","CATHAIR AILBHE","BALLYBRICKEN GRANGE",61351812,44,57,101
"LIMERICK COUNTY","18142T","SCOIL CNOC LOINGE  B","KNOCKLONG","CO LIMERICK",6253452,59,68,127
"LIMERICK COUNTY","18161A","CASTLECONNELL N S","CASTLECONNEL","CO LIMERICK",61377594,97,131,228
"LIMERICK COUNTY","18177P","SCOIL AINE NAOFA","RATH CAOLA","CO LUIMNI",6964779,204,65,269
"LIMERICK COUNTY","18236F","SCOIL NAOMH MUIRE","BEAL ATHA DA THUILLE","CO LUIMNI",6982217,29,46,75
"LIMERICK COUNTY","18260C","SCOIL MHUIRE","BEAL AN ATHA","RATHLUIRC",6384214,51,61,112
"LIMERICK COUNTY","18367U","S N TOINN AN TAIRBH","CAPPAMORE","CO LIMERICK",61384055,67,63,130
"LIMERICK COUNTY","18426K","SCOIL IDE NAOFA","RAITHINEACH","BEALACH",6985276,43,45,88
"LIMERICK COUNTY","18516L","S N LIOS NA GROI","LISNAGRY","CO LIMERICK",61331011,113,155,268
"LIMERICK COUNTY","18530F","ASKEATON SENIOR NS","ASKEATON","CO LIMERICK",61398183,61,48,109
"LIMERICK COUNTY","18600A","S N MA RUA","MA RUA","CO LUIMNI",61386116,79,74,153
"LIMERICK COUNTY","18612H","SCOIL MHUIRE","ACHADH LIN","BALLINGARRY",6983122,49,50,99
"LIMERICK COUNTY","18653V","SCOIL NAOMH IOSEF","RATHKEALE","CO LIMERICK",6964161,0,113,113
"LIMERICK COUNTY","18708U","S N CILL LACHTAIN","NEWCASTLEWEST","CO LIMERICK",6962704,46,48,94
"LIMERICK COUNTY","18717V","S N CIARAIN","CILLFIOBHNAI","ATH DARA",61396518,33,28,61
"LIMERICK COUNTY","19272O","SN NAOMH IOSEF","BALLYBROWN","CLARINA",61353276,129,135,264
"LIMERICK COUNTY","19323F","S N BEAL ATHA GREAN","KILMALLOCK","CO LIMERICK",6382015,65,63,128
"LIMERICK COUNTY","19336O","SCOIL PHOIL NAOFA","DOORADOYLE","LIMERICK",61227427,317,311,628
"LIMERICK COUNTY","19800N","MILFORD GRANGE N SCHOOL","MILFORD","CASTLETROY",61339123,239,260,499
"LIMERICK COUNTY","19883U","GAELSCOIL O DOGHAIR","CAISLEAN NUA THIAR","CO LUIMNIGH",6961087,116,122,238
"LIMERICK COUNTY","19952N","HOSPITAL NS","HOSPITAL","CO LIMERICK",61383197,74,89,163
"LIMERICK COUNTY","19966B","ST JOSEPHS","DRUMCOLLOGHER","CHARLEVILLE",6383229,51,54,105
"LIMERICK COUNTY","20094A","SCOIL CHRIOST AN SLANAITHEOIR","BAILE AN GHARRAI","CO LUIMNIGH",6968402,76,75,151
"LIMERICK COUNTY","20102T","ST FERGUS PRIMARY SCHOOL","GLIN","CO LIMERICK",6834344,51,57,108
"LIMERICK COUNTY","20133H","SCOIL DEAN CUSSEN","BRU NA NDEISE","CO LUIMNIGH",61382568,163,155,318
"LIMERICK COUNTY","20148U","GAELSCOIL CHALADH AN TREOIGH","CHALADH AN TREOIGH","LUIMNEACH",61339678,112,86,198
"LIMERICK COUNTY","20175A","LIMERICK CITY EAST EDUCATE TOGETHER","Mungret College","Mungret",61300889,42,35,77
"LIMERICK COUNTY","20193C","SCOIL MOCHEALLÓG","KILMALLOCK","CO LIMERICK",6398742,139,155,294
"LIMERICK COUNTY","20233L","SCOIL CHAITRÍONA","CAPPAMORE","CO LIMERICK",,47,47,94
"LONGFORD","00856M","SCOIL NAOMH MICHEAL","LONGFORD","CO LONGFORD",4345536,0,163,163
"LONGFORD","00860D","FORGNEY N S","MOYVORE","CO WESTMEATH",4455351,17,19,36
"LONGFORD","05115S","S N AN LEANA MOR","AN LEANA MOR","CO LONGFORD",4457867,37,36,73
"LONGFORD","07518E","S N CNOC AN MHARCAIGH","CNOC AN MHARCAIGH","LONGFORD",4346197,101,115,216
"LONGFORD","10223C","TASHINNY N S","TASHINNY","COLEHILL",449357610,23,19,42
"LONGFORD","12136R","SCOIL BHRÍDE","GLEN","EDGEWORTHSTOWN",4371778,25,26,51
"LONGFORD","12683A","LONGFORD MIXED N S","BATTERY RD","LONGFORD",4341316,28,28,56
"LONGFORD","12736S","NAOMH GUASACHTA N S","BUNLAHY","BALLINALEE",4323600,27,31,58
"LONGFORD","12813K","ST COLUMBAS MXD N S","CLOONAGH","DRING",4383020,27,19,46
"LONGFORD","13313S","St. John's National School,","Ballinalee Road","EDGEWORTHSTOWN",436671620,13,7,20
"LONGFORD","13320P","FERMOYLE MIXED N S","FERMOYLE","LANESBORO",4321959,41,51,92
"LONGFORD","13752V","NAOMH PADRAIG N S","MUCKERSTAFF","COOLARTY",4386652,19,21,40
"LONGFORD","14049J","WHITEHALL N S","TARMONBARRY","LONGFORD",4326399,26,28,54
"LONGFORD","14300O","KILLASONNA MIXED N S","KILLASONNA","GRANARD",4385280,21,32,53
"LONGFORD","14386E","STONEPARK N S","STONEPARK","LONGFORD",4346036,100,141,241
"LONGFORD","14650S","CLOONTAGH MIXED N S","CLOONTAGH","KILLASHEE",4325450,16,14,30
"LONGFORD","14672F","COLEHILL MIXED N S","COLEHILL","LONGFORD",4457466,99,77,176
"LONGFORD","15122V","ST BERNARDS MIXED N S","ABBEYLARA","LONGFORD",4386806,24,37,61
"LONGFORD","15154L","NAOMH DOMINIC N S","CAONACH","LONGPHORT",4322456,52,64,116
"LONGFORD","16665S","ST MARYS MIXED N S","DRUMLISH","LONGFORD",4324065,69,85,154
"LONGFORD","17561L","SAMHTHANN N S","BALLINALEE","LONGFORD",4323333,85,68,153
"LONGFORD","17644P","SCOIL MHUIRE","AUGHNAGARRON","GRANARD",4386805,41,41,82
"LONGFORD","17724N","BAILE AN CLOCHAIN N S","BALLYCLOGHAN","CARRAIG BHUIDHE",4375332,9,7,16
"LONGFORD","18178R","ST JOSEPHS CONVENT","LONGFORD","CO LONGFORD",4345700,268,126,394
"LONGFORD","18258P","NAOMH EARNAIN N S","KILASHEE","LONGFORD",4348676,21,19,40
"LONGFORD","18259R","Lanesborough Primary School","Scoil Mhuire gan Smál","Lanesborough",4321545,35,28,63
"LONGFORD","18733T","S N MHUIRE","CLUAIN DE RATH","CO LONGPHORT",4326417,22,30,52
"LONGFORD","19171I","S N NAOMH MHUIRE","BAILE NUA AN CHAISIL","CO LONGPHORT",4325433,36,41,77
"LONGFORD","19279F","S N NAOMH TREASA","CLONTUMPHER","BALLINALEE",4323352,108,143,251
"LONGFORD","19296F","S N NAOMH COLMCILLE","AUGHNACLIFFE","CO LONGFORD",4384408,69,78,147
"LONGFORD","19353O","ST PATRICKS NS LONGFORD","DROMARD","MOYNE",494335781,43,44,87
"LONGFORD","19467G","SAINT MELS","SAINT MELS","ARDAGH",4375269,71,84,155
"LONGFORD","19753H","ST EMERS","ST EMERS","TEMPLEMICHAEL",4341188,96,122,218
"LONGFORD","19975C","ST PATRICKS","BALLINAMUCK","CO LONGFORD",4324063,43,46,89
"LONGFORD","19987J","SCOIL MHUIRE N S","NEWTOWNFORBES","CO LONGFORD",4345220,152,147,299
"LONGFORD","20083S","GAELSCOIL AN LONGFOIRT","FEARANN UÍ DHUAGÁIN","LONGFORT",4341360,97,107,204
"LONGFORD","20101R","THE SACRED HEART PRIMARY N.S.","GRANARD","CO LONGFORD",4386894,41,63,104
"LONGFORD","20124G","ST MARYSN.S","EDGEWORTHSTOWN","EDGEWORTHSTOWN",4371750,189,223,412
"LONGFORD","20128O","ST MATTHEWS MIXED N.S","BALLYMAHON","CO LONGFORD",906432578,103,112,215
"LOUTH","00851C","PRESENTATION CONVENT","BALLYMAKENNY ROAD","DROGHEDA",419837119,376,0,376
"LOUTH","01434O","S N COLUMCILLE","TULLYDONNELL","TOGHER",416852301,83,93,176
"LOUTH","01553W","LOUTH MIXED N S","LOUTH","DUNDALK",429374840,73,62,135
"LOUTH","01554B","BAILE AN PHUSTA N S","SMARMORE","DROGHEDA",416853966,108,129,237
"LOUTH","02322I","ST OLIVERS NS","CARLINGFORD","CO LOUTH",429373405,66,67,133
"LOUTH","02745N","TALLONSTOWN N S","TALLONSTOWN","DUNDALK",429374419,123,116,239
"LOUTH","02793B","S N MULLACH BUI","MULLACH BUI","RIVERSTOWN DUNDALK",429376202,33,26,59
"LOUTH","03787L","WALSHESTOWN N S","WALSHESTOWN","CLOGHERHEAD DROGHEDA",416852285,50,56,106
"LOUTH","06576N","DROMIN N S","DROMIN","DUNLEER",416851564,31,44,75
"LOUTH","08052M","SCOIL MHUIRE FATIMA","DUBLIN ROAD","DROGHEDA",419832040,415,0,415
"LOUTH","11072M","S N NAOMH PEADAR","BOLTON STREET","DROGHEDA",419839573,44,52,96
"LOUTH","13670T","DULARGY MIXED N S","DULARGY","RAVENSDALE DUNDALK",429371536,75,94,169
"LOUTH","14069P","DUN DEALGAN N S","JOCELYN STREET","DUNDALK",429335902,52,44,96
"LOUTH","14207B","SN CHILL SARAIN","CHILL SARAIN","BAILE AN GHEARLANAIGH",429372333,85,100,185
"LOUTH","14252G","CALLYSTOWN MIXED N S","CALLYSTOWN","CLOGHERHEAD DROGHEDA",419822873,166,160,326
"LOUTH","14578N","SCOIL NAOMH FAINCHE","COLLAN","CO LOUTH",419826594,86,103,189
"LOUTH","14651U","CASTLETOWN RD CONVENT","CASTLETOWN RD","DUNDALK",429334574,204,0,204
"LOUTH","15101N","KNOCKBRIDGE MIXED N S","KNOCKBRIDGE","DUNDALK",429374443,145,148,293
"LOUTH","15259C","S N N MAOLMHAODHAGH C","DUNDALK","CO LOUTH",429338156,268,0,268
"LOUTH","15260K","S N N MAOLMHAODHAGH N","DUNDALK","CO LOUTH",429338130,145,130,275
"LOUTH","15285D","SC NA GCREAGACHA DUBHA","BLACKROCK","DUNDALK",429321598,208,234,442
"LOUTH","16208N","Scoil Náisíunta Naomh Feichín","TERMONFECKIN","DROGHEDA",419822589,138,155,293
"LOUTH","16249E","BELLURGAN N S","BELLURGAN","RAVENSDALE DUNDALK",429371479,50,54,104
"LOUTH","16431Q","S N OILIBEAR BEANNAITHE","STONETOWN LUBHADH","DUNDALK",429374883,22,13,35
"LOUTH","16469S","ST NICHOLAS MONASTERY NS","PHILIP STREET","DUNDALK",429334920,0,216,216
"LOUTH","16749B","KILCURLEY MIXED N S","KILCURLEY","DUNDALK",429337187,87,84,171
"LOUTH","16760M","DROMISKIN MIXED N S","DROMISKIN","CO LOUTH",429372906,116,95,211
"LOUTH","17059E","SCOIL NA MBRAITHRE SN","GEATA AN DOMHNAIGH","DROICHEAD ATHA",419833620,0,418,418
"LOUTH","17124M","ARDEE MONASTERY","ARDEE","CO LOUTH",416853641,0,211,211
"LOUTH","17195M","C.B.S. PRIMARY","CHAPEL STREET","DUNDALK",429335364,157,209,366
"LOUTH","17315T","SCOIL DAIRBHRE MIXED","READYPENNY","DUNDALK",429379280,36,45,81
"LOUTH","17550G","SCOIL FHURSA","HAGGARDSTOWN","DUNDALK",429321214,103,81,184
"LOUTH","17726R","S N TULACH ALUINN","TULLYALLEN","DROGHEDA",419833478,152,184,336
"LOUTH","17865I","S N NAOMH MUIRE B","ASCAL NA COMHDHALA","DROICHEAD ATHA",419831919,0,517,517
"LOUTH","17949O","S N PADRAIG NAOFA B","BOTHAR BRUGHA","DROGHEDA",419832800,0,436,436
"LOUTH","17952D","S N NAOMH FHIONAIN","DILLONSTOWN","DUNLEER",416851725,37,40,77
"LOUTH","17965M","S N BHRIDE","ARD ACHAIDH","OMEATH",429375232,28,43,71
"LOUTH","18001B","S N NAOMH LORCAN","OMEATH","DUNDALK",429375362,18,28,46
"LOUTH","18019U","S N CHAOIMHIN NAOFA","PHILIPSTOWN","DUNLEER",416851902,53,64,117
"LOUTH","18034Q","S N MHUIRE","MUCHGRANGE","GRIANPHORT DUN DEALGAN",429373604,49,51,100
"LOUTH","18045V","S N MUIRE GAN SMAL","CARTOWN","TERMONFECKIN DROGHEDA",419822126,110,131,241
"LOUTH","18069M","NAOMH SEOSAMH","MELL","DROGHEDA",419833990,101,115,216
"LOUTH","18098T","S N BHRIDE C","BOTHAR BRUGHA","DROGHEDA",419837133,386,0,386
"LOUTH","18099V","S N MUIRE NA TROCAIRE","ARDEE","CO LOUTH",416853152,269,0,269
"LOUTH","18101F","S N MUIRE","PAIRC NA RIAN","JENKINSTOWN DUNDALK",429376296,65,78,143
"LOUTH","18126V","S N SAN NIOCLAS","TIGH BANAN","CASTLEBELLINGHAM",416851772,33,31,64
"LOUTH","18148I","SCOIL BHRIDE MIXED N S","LANN LEIRE","CO LOUTH",416851324,134,145,279
"LOUTH","18186Q","SCOIL PHADRAIG NAOFA","KILCURRY","DUNDALK",429339310,77,104,181
"LOUTH","18312S","S N TALAMH NA MANACH","TALAMH NA MANACH","CARLINGFORD",429376431,53,34,87
"LOUTH","18347O","S N SAN NIOCLAS","NICHOLAS ST","DUNDALK",429330860,63,66,129
"LOUTH","18382Q","SCOIL BHRIDE","SIOLACH","HACKBALSCROSS DUNDALK",429377510,28,27,55
"LOUTH","18391R","S N BRIGHDE","FOCHAIRD","MOUNTPLEASANT DUNDALK",429371931,42,47,89
"LOUTH","18471P","S N RATH CORR","RIVERSTOWN","DUNDALK",429376543,34,31,65
"LOUTH","18504E","S N N MAOLMHAODHAGH B","DUNDALK","CO LOUTH",429338145,0,251,251
"LOUTH","18635T","S N TIGH AN IUBHAIR","TIGH AN IUBHAIR","DROGHEDA",416851503,102,87,189
"LOUTH","19215C","S N ARD MHUIRE C","BALLSGROVE","DROGHEDA",419837150,425,0,425
"LOUTH","19223B","S N PADRAIG","BAILE UI IR","MAINISTIR BHUITHE",419822112,94,116,210
"LOUTH","19246N","S N AN TSLANAITHEORA B","ARD EASMUINN","DUNDALK",429332053,0,142,142
"LOUTH","19247P","S N AN TSLANAITHEORA C","ARD EASMUINN","DUN DEALGAN",429331975,138,1,139
"LOUTH","19479N","RATHMULLAN N S","RATHMULLEN","DROGHEDA",419831488,179,231,410
"LOUTH","19598V","MUIRE NA NGAEL NS","BAY ESTATE","DUNDALK",429326697,305,338,643
"LOUTH","19673J","ST JOSEPHS N S","AVENUE ROAD","DUNDALK",429337170,189,216,405
"LOUTH","19678T","ST PAULS SENIOR NS","RATHMULLEN","DROGHEDA",419833681,141,205,346
