Campus,Researcher Name,School,Department,Fund,Year Received,Date Received,Title,Total Award,Detailed Sponsor Name,Agency,Category
UCSD,"Ferrante, Jeanne",Engnrng    ,CSE           ,28402A,2003,37651,Autonomous Scheduling on Large Distributed Systems,450000,Computer & Communication Foundations,NSF,Other Support
UCSD,"Gupta, Rajesh K",Engnrng    ,CSE           ,"22088A,22088B",2003,37653,Constrained Power and Performance Optimization for Embe,156831,Computer & Communication Foundations,NSF,other support
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,"23120A,23120B,23120C,23120D",2000,36526,Characterization of Nanocomposite Materials for Diffrac,3943737,DARPA,DOD,PI Permission
UCSD,"Proakis, John George",Engnrng    ,ECE          ,78432A,2000,36527,Channel and QoS Adaptive Multimedia Wireless Ad Hoc Net,401800,ONR,DOD,PI Permission
UCSD,"Cowhey, Peter F.",IR/PS,IR/PS,31897A,2000,36528,Northeast Asia Cooperation Dialogue,923292,"Washington, DC",DOE,PI Permission
UCSD,"Vernon, Frank L",SIO,IGPP                          ,26777A,2000,36529,Maintain Deploy & Support Field Seismic Data Acqiusitio,25000,"Washington, DC",DOE,PI Permission
UCSD,"McCammon, James A",Physical Sciences,Chemistry                     ,"29919A,30035A",2000,36532,Theory of Biomolecular Diffusion,1570751,General Medical Sciences,NIH,PI Permission
UCSD,"Subramaniam, Shankar",Engnrng    ,Bioeng               ,"79183A,79183B,79183C,82409A",2000,36533,Alliance for Cellular Signaling,9698384,General Medical Sciences,NIH,PI Permission
UCSD,"Goodkind, John M",Physical Sciences,Physics                       ,78141A,2000,36536,Quantum Computing Using Electron Helium Films,988659,Experimental & Integrated Activities,NSF,PI Permission
UCSD,"McCammon, James A",Physical Sciences,Chemistry                     ,32654A,2000,36537,Theory of Biomolecular Structure And Dynamics,660000,Molecular & Cellular Biosciences,NSF,PI Permission
UCSD,"Lo, Yu-Hwa ",Engnrng    ,ECE          ,78826A ,2001,36892,Improved Single Photon Detection at Telecom Wavelengths ,510000,AFOSR,DOD,PI Permission
UCSD,"Palsson, Bernhard O",Engnrng    ,Bioeng               ,"29815A,30026A",2001,36893,Genomically Based Models for Antiobiotic Development,1660101,General Medical Sciences,NIH,PI Permission
UCSD,"Subramaniam, Shankar",Engnrng    ,Bioeng               ,33218A,2001,36894,Graduate Training Program In Bioinformatics,1059195,General Medical Sciences,NIH,PI Permission
UCSD,"Gupta, Amarnath",Engnrng    ,SDSC,78156A,2001,36900,Causes of Robustness and Vulnerability in Real-World Ne,112112,Experimental & Integrated Activities,NSF,PI Permission
UCSD,"Berger, Jonathan",SIO,IGPP                          ,78157A,2001,36901,The IDA Network:  An Element of the Global Seismic Netw,12386776,Geosciences,NSF,PI Permission
UCSD,"Vernon, Frank L.",SIO,IGPP                          ,78167A,2001,36902,IGPP - UCSD Broadband Array,1292611,Geosciences,NSF,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,"78441B,78441E",2002,37258,Development of Semiconductor Electro-Optic and Electrob,150000,DN/SPAWAR,DOD,PI Permission
UCSD,"Guza, Robert T",SIO,Integr Oceanography Div       ,78448A,2002,37260,Improved Data Acquisition,278000,ONR,DOD,PI Permission
UCSD,"Karbhari, Vistasp M",Engnrng    ,Structural System Facility    ,18816A,2002,37261,"Response Assessment of Bridge Systems-Seismic, Live, an",4977663,Federal Highway Administration,DOT,PI Permission
UCSD,"Lanza Di Scalea, Francesco",Engnrng    ,Structural System Facility    ,22805A,2002,37262,On-Line High-Speed Rail Defect Detection,473085,Federal Railroad Admin,DOT,PI Permission
UCSD,"Nguyen-Huu, Xuong",Biological Sciences,Biology-Med,33362A,2002,37263,A Large Mosaic CCD Camera for Cryo EM,1240513,Center for Research Resources,NIH,PI Permission
UCSD,"Pevzner, Pavel Arkadjevich",Engnrng    ,CSE           ,33886A,2002,37264,Computer Mass-Spectometry,1866292,Center for Research Resources,NIH,PI Permission
UCSD,"Palsson, Bernhard O",Engnrng    ,Bioeng               ,"30989A,33782A",2002,37265,Testable in Silico Hypotheses for E.coli Growth,4476972,General Medical Sciences,NIH,PI Permission
UCSD,"Cayan, Daniel R.",SIO,Climate Resrch Divsn          ,"31535A,31535B,31535E,31535N,31535T",2002,37266,California Applications Program,13056343,Climate Program,NOAA,PI Permission
UCSD,"Lanza Di Scalea, Francesco",Engnrng    ,Structural System Facility    ,21943A,2002,37267,Health Monitoring of Multi-Strand Steel Tendons and Cab,180000,Civil & Mechanical Systems,NSF,PI Permission
UCSD,"Bellare, Mihir",Engnrng    ,CSE           ,32290A,2002,37268,Practice-Oriented Provable Security for Higher-Layer Pr,147130,Computer & Communication Foundations,NSF,PI Permission
UCSD,"Gupta, Amarnath",Engnrng    ,SDSC,"78174A,78174B",2002,37275,"ITR: A Twin-Framework To Analyze, Model and Design Rob",937608.64,Experimental & Integrated Activities,NSF,PI Permission
UCSD,"Minster, Jean Bernard H.",SIO,IGPP                          ,"78171A,78171B,78171C,78171D,78171E,78171F,78171G,78171H,78171J,78171K,78171L,78171M,78171Q,78171R",2002,37276,SCEC Support for Continued Operation of the Southern Ca,654194,Geosciences,NSF,PI Permission
UCSD,"Orcutt, John A",SIO,IGPP                          ,"26410A,26410B",2002,37277,Collaborative Research: Hawaii-2 Ocean-Seismic-Network,732353,Ocean Sciences,NSF,PI Permission
UCSD,"Karin, Sidney ",Engnrng    ,CSE           ,78837A ,2003,37623,Wireless Applications in W.I.S.E. ,400000,DAF/AFRL,DOD,PI Permission
UCSD,"Hellman, Frances D",Physical Sciences,Physics                       ,25041A,2003,37636,Anisotropy and Ordering in Amorphous and Crystalline Al,300000,"Washington, DC",DOE,PI Permission
UCSD,"Wuerthwein, Frank K",Physical Sciences,Physics                       ,78674A,2003,37637,Guest Scientist Term Appointment (Frank Wuerthwein),70762,"Washington, DC",DOE,PI Permission
UCSD,"Bock, Yehuda",SIO,IGPP                          ,26071A,2003,37639,Development of a Real-Time GPS/Seismic Displacement Met,567386,Goddard Space Flight Center,NASA,PI Permission
UCSD,"Crowell, John E",Physical Sciences,Chemistry                     ,82210A,2003,37640,Laser Desorption Mass Spectrometry on Porous Silicon,91145,Center for Research Resources,NIH,PI Permission
UCSD,"Ideker, Trey G",Engnrng    ,Bioeng               ,"82265A,82361A,82453A",2003,37641,Integrated Proteome Technologies for Pathways Mapping,446689,Center for Research Resources,NIH,PI Permission
UCSD,"Belew, Richard K",Social Sciences,Cognitive Science             ,82223A,2003,37642,Drug Design Cycle Targeting HIV Protease Drug Resistanc,19541,General Medical Sciences,NIH,PI Permission
UCSD,"Palsson, Bernhard O",Engnrng    ,Bioeng               ,30047A,2003,37644,Network-Based Analysis of Kinetics and Regulation,1154140,General Medical Sciences,NIH,PI Permission
UCSD,"Cottrell, Garrison W",Engnrng    ,CSE           ,30080A,2003,37646,Modeling Face Perception,1422753,Mental Health,NIH,PI Permission
UCSD,"Pashler, Harold E",Social Sciences,Psychology                    ,33316A,2003,37647,Attention and Dual Task Interference,127086,Mental Health,NIH,PI Permission
UCSD,"Orcutt, John A.",SIO,IGPP                          ,"22022A,22022B",2003,37649,"ITR: A Real-Time Data Aware System for Earth, Oceanogra",2344407,Atmospheric Sciences,NSF,PI Permission
UCSD,"Dey, Sujit",Engnrng    ,CSE           ,32651A,2003,37650,Power Analysis and Optimization Methodologies for Core-,0,Computer & Communication Foundations,NSF,PI Permission
UCSD,"Chien, Andrew A",Engnrng    ,CSE           ,78199A,2003,37656,ITR: Virtual Grid Application Development Software (VGr,1057228,Computer & Network and Information Science & Engineering,NSF,PI Permission
UCSD,"Papadopoulos, Philip M",Engnrng    ,SDSC,82715A,2003,37661,Disseminating and Supporting Middleware Infrastructure,260400,Computer & Network Systems,NSF,PI Permission
UCSD,"Papadopoulos, Philip M",Engnrng    ,SDSC,82713A,2003,37662,Integrative Testing of Grid Software and Grid Environme,405000,Computer & Network Systems,NSF,PI Permission
UCSD,"Cottrell, Garrison W",Engnrng    ,CSE           ,"22054A,22054B",2003,37668,IGERT: Vision and Learning in Humans and Machines,2302975,Graduate Education,NSF,PI Permission
UCSD,"Wooley, John C",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,"22012A,22012B",2003,37670,Building a Cyberinfrastructure for the Biological Scien,53779,Intergrative Biology & Neuroscience,NSF,PI Permission
UCSD,"Ferrante, Jeanne",Engnrng    ,CSE           ,"21727A,21727B",2003,37672,US-France Cooperative Research: Algorithms and Simulati,48260,International Science and Engineering,NSF,PI Permission
UCSD,"Kummel, Andrew C",Physical Sciences,Chemistry                     ,21184A,2003,37673,ITR: Materials for InAs MOSFETs: The Enabling Transisto,499859,Materials Research,NSF,PI Permission
UCSD,"Kummel, Andrew C",Physical Sciences,Chemistry                     ,"21952A,21952B",2003,37674,Acquisition of Student Training for Low Temperature ST,333465,Materials Research,NSF,PI Permission
UCSD,"Cayan, Daniel R",SIO,Climate Resrch Divsn          ,82780A,2004,37987,A Real-Time Fire Detection Network for a Severe Fire Ha,34882,Com National Telecom. and Info Ad,DHHS,PI Permission
UCSD,"Schuller, Ivan K",Physical Sciences,Physics                       ,27329A,2004,37988,Nanostructured Magnetism for Super-Dense Memories,300000,AFOSR,DOD,PI Permission
UCSD,"Sailor, Michael Joseph ",Physical Sciences,Chemistry                     ,82763A ,2004,37990,Integration of Smart Dust Senor Arrays With Video Image ,20000,DA/Army,DOD,PI Permission
UCSD,"Bassov, Dimitri N",Physical Sciences,Physics                       ,78555A,2004,37991,Giga-Hertz Electromagnetic Wave Science and Devices for,328250,DA/Army Medical Research Acquisitiion Activity,DOD,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,82606A,2004,37993,Semiconductor Optical Modulator for Target Tracking,60862,DAF/AFRL,DOD,PI Permission
UCSD,"Yu, Paul K L ",Engnrng    ,ECE          ,82605A ,2004,37995,Advanced Semiconductor Optical Modulator ,30000,DAF/AFRL,DOD,PI Permission
UCSD,"Fainman, Yeshaiahu ",Engnrng    ,ECE          ,27332A ,2004,37996,DURIP-Fabrication and Characterization of Quantum and N ,101000,DAF/Air Force Misc Bases & Agencies,DOD,PI Permission
UCSD,"Lo, Yu-Hwa",Engnrng    ,ECE          ,82753A,2004,37998,Bio-Inspired Fluidic Adaptive Lenses for UAV Applicatio,138068,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,"82771A,82771B",2004,37999,"Wideband, low noise figure Modulator and High Power Pho",630000,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,78472A,2004,38000,Optical to Microwave Conversion Using Semiconductor Pho,40000,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L ",Engnrng    ,ECE          ,82601A ,2004,38001,Adaptive Broadband Linearization for Analog Photomic Li ,30000,DARPA,DOD,PI Permission
UCSD,"Esener, Sadik C",Engnrng    ,ECE          ,28028A,2004,38002,Polarization Key Cryptography (POLKA),900000,DN/SPAWAR,DOD,PI Permission
UCSD,"Asbeck, Peter Michael",Engnrng    ,ECE          ,78468A,2004,38010,Wide Dynamics Range Ultrahigh Power Gan Amplifier Model,99987,ONR,DOD,PI Permission
UCSD,"Hodgkiss, William S ",SIO,MPL                           ,27098A ,2004,38011,Networked/Autonomous Acoustic Receive Arrays and Source ,204433,ONR,DOD,PI Permission
UCSD,"Milstein, Laurence B",Engnrng    ,ECE          ,82017A,2004,38015,MLCD Receiver Analysis,62500,Misc Centers,NASA,PI Permission
UCSD,"Bourne, Philip E",School of Medicine,Pharmacology,82714A,2004,38017,Macromolecular Structure Database - Protein Data Bank,5254526,Biological Infrastructure,NSF,PI Permission
UCSD,"Kummel, Andrew C",Physical Sciences,Chemistry                     ,22142A,2004,38018,Gas Reaction Dynamics on Layers of Metal Coordination C,427000,Chemistry,NSF,PI Permission
UCSD,"Griswold, William G",Engnrng    ,CSE           ,"28880A,28880B",2004,38019,Collaborative Research: Advances in Aspect-Oriented Lan,73169,Computer & Communication Foundations,NSF,PI Permission
UCSD,"Savage, Stefan Roberts",Engnrng    ,CSE           ,28888A,2004,38026,Cyber Trust: Center for Internet Epidermiology and Defe,3100000,Computer & Network Systems,NSF,PI Permission
UCSD,"Bassov, Dimitri N.",Physical Sciences,Physics                       ,28891A,2004,38030,ORGANICS: A Spectroscopic Probe of Charge Injection Phe,339000,Electrical & Communications Systems,NSF,PI Permission
UCSD,"Vernon, Frank L.",SIO,IGPP                          ,82711A,2004,38033,UCSD Proposal for the USARRAY Network Facility MRE,1921501,Geosciences,NSF,PI Permission
UCSD,"Schuller, Ivan K",Physical Sciences,Physics                       ,22147A,2004,38037,NSF - Europe: Superconducting Pinning with Artificially,395723,Materials Research,NSF,PI Permission
UCSD,"Yu, Edward Tsu-Wei",Engnrng    ,ECE          ,22325A,2004,38038,Nanoscale Physics of Nitride Semiconductor Heterostruct,365552,Materials Research,NSF,PI Permission
UCSD,"Vernon, Frank L",SIO,IGPP                          ,22679A,2004,38043,Anza Seismic Broadband Network,295000,,USGS,PI Permission
UCSD,"Kummel, Andrew C",Physical Sciences,Chemistry                     ,27335A,2005,38353,MBE System for Multidimensional Chemical Sensors,258080,AFOSR,DOD,PI Permission
UCSD,"Lau, Silvanus S",Engnrng    ,ECE          ,78562A,2005,38354,MURI: New Approach to Transfer Layers and Finished Devi,187056,"ARO, Durham, NC",DOD,PI Permission
UCSD,"Milstein, Laurence B",Engnrng    ,ECE          ,78563A,2005,38356,Minimization of Impact of Multipath and Doppler Spread,57699,"ARO, Washington, DC",DOD,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,82613A,2005,38357,Ultra-High Speed Monolithic Injection-Locked Analog Tra,80000,DAF/Air Force Misc Bases & Agencies,DOD,PI Permission
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,82784A,2005,38358,Fluidics for Adaptive and Nonlinear Optics,30000,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,82787A,2005,38359,High Current Photodiode,33000,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L ",Engnrng    ,ECE          ,78560A ,2005,38360,Monolithically Integrated WDM Transmitter  Module for H ,20000,DARPA,DOD,PI Permission
UCSD,"Yu, Paul K L ",Engnrng    ,ECE          ,78479A ,2005,38363,"Photonic Circuits for Broadband, High Dynamic Range Ana ",24500,"DN/Navy & Misc Bases Agencies",DOD,PI Permission
UCSD,"Bitmead, Robert R",Engnrng    ,MAE                           ,78483A,2005,38376,Automated RF Measurement Module (ARMM),20982,ONR,DOD,PI Permission
UCSD,"Hodgkiss, William S",SIO,MPL                           ,27128A,2005,38380,Autonomous Broadband Receive Arrays,278894,ONR,DOD,PI Permission
UCSD,"Belongie, Serge J",Engnrng    ,CSE           ,26837A,2005,38383,Robust Multiple-Object Tracking,75000,"Washington, DC",DOE,PI Permission
UCSD,"Lo, Yu-Hwa",Engnrng    ,ECE          ,82037A,2005,38384,Low-Noise Single Photon Near IR Detectors for Space Com,130000,Misc Centers,NASA,PI Permission
UCSD,"Song, Bang Sup",Engnrng    ,ECE          ,82033A,2005,38385,A Digitally Calibrated Self-Correcting Radiation-Tolera,102900,Misc Centers,NASA,PI Permission
UCSD,"Bafna, Vineet",Engnrng    ,CSE           ,28984A,2005,38390,Novel Algorithms for ncRNA Discovery and RNA Structure,488774,Biological Infrastructure,NSF,PI Permission
UCSD,"Galton, Ian Andrew",Engnrng    ,ECE          ,28504A,2005,38391,Signal Processing Enhanced DACs for Wideband Communicat,235748,Computer & Communication Foundations,NSF,PI Permission
UCSD,"Siegel, Paul H",Engnrng    ,ECE          ,28966A,2005,38393,TF-Capacity-Approaching Coding and Detection for Page-O,455205,Computer & Communication Foundations,NSF,PI Permission
UCSD,"Vahdat, Mohammed Amin",Engnrng    ,CSE           ,28973A,2005,38396,NeTS-NDB: Algorithms and Infrastructure for Shared Mesh,500000,Computer & Network Systems,NSF,PI Permission
UCSD,"Burkart, Michael D",Physical Sciences,Chemistry                     ,28530A,2005,38397,Biophotonics: DISCODE: Compact Disc Based Molecular Dia,596911,Electrical & Communications Systems,NSF,PI Permission
UCSD,"Yu, Edward Tsu-Wei",Engnrng    ,ECE          ,28972A,2005,38398,NIRT: Semiconductor Nanowire-Based Electronics and Opto,1000000,Electrical & Communications Systems,NSF,PI Permission
UCSD,"Wuerthwein, Frank K",Physical Sciences,Physics                       ,31310A,2005,38401,Data Intensive Science University Network,2950000,Physics,NSF,PI Permission
UCSD,"Papadopoulos, Philip M",Engnrng    ,SDSC,28913A,2005,38402,SGER: Understanding the Broader Components of Interoper,137370,Shared Cyberinfrastructure,NSF,PI Permission
UCSD,"Snavely, Allan",Engnrng    ,SDSC,28528A,2005,38403,SCI: Collaborative Research: The NSF Cyberinfrastructur,600000,Shared Cyberinfrastructure,NSF,PI Permission
UCSD,"Graham, Ronald L",Engnrng    ,CSE           ,32323A,2003,37652,"Approximation Algorithms for Identification, Bin-Packin",351678,Computer & Communication Foundations,NSF,Space
UCSD,"Arzberger, Peter W",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,"29904A,29904B,29904C,29904D,29904E,29904F,29904G,29904J,30161A",2000,36530,National Biomedical Computation Resource,20412357,Center for Research Resources,NIH,Space
UCSD,"Kahng, Andrew B",Engnrng    ,CSE           ,28431A,2000,36535,Toward Predictors and Predictabiity: Closing the Loop i,177233,Computer & Communication Foundations,NSF,Space
UCSD,"Wooley, John C",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,"79322A,79463A,82222A",2001,36895,Joint Center for Structural Genomics-Bioformatics Core,4612610,General Medical Sciences,NIH,Space
UCSD,"Pevzner, Pavel Arkadjevich ",Engnrng    ,CSE           ,33702A ,2001,36896,A New Approach to Frangment Assembly In DNA Sequencing ,2407987,Human Genome Research,NIH,Space
UCSD,"Ellisman, Mark H",School of Medicine,Neuro                 ,33676A,2001,36897,Dynamics of Membrane Organization at Nodes of Ranvier,1368000,Neurological Disorders and Stroke,NIH,Space
UCSD,"Bourne, Philip E ",School of Medicine,Pharmacology,32797A ,2001,36898,A Public Database Linking Protein Structure and Sequenc ,542739,Biological Infrastructure,NSF,Space
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,"21540A,21540B",2001,36899,Optical CDMA with Femtosecond Pulses for Ultra-High Cap,468250,Computer & Network Systems,NSF,Space
UCSD,"Cayan, Daniel R",SIO,Climate Resrch Divsn          ,32792A,2001,36903,Acquisition of a Cluster Computing Facility for Modelin,625000,Ocean Sciences,NSF,Space
UCSD,"Baru, Chaitanya Krishna",Engnrng    ,SDSC,"26405A,26405B,26405D",2002,37273,ITR Collaborative Research:  GEON:  A Research Project,6077952,Earth Sciences,NSF,Space
UCSD,"Arzberger, Peter W",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,78192A,2002,37274,ITR:  Networking Urban Ecological Models through Distri,50000,Experimental & Integrated Activities,NSF,Space
UCSD,"Asbeck, Peter Michael",Engnrng    ,ECE          ,78840A,2003,37622,Control Algorithm Development for Intelligent RF Front,170000,AFRL,DOD,Space
UCSD,"Larson, Lawrence E",Engnrng    ,ECE          ,82755A,2003,37624,SiGe HBT Circuit Design for mmW Applications,5000,DARPA,DOD,Space
UCSD,"Nguyen, Truong Quang",Engnrng    ,ECE          ,28023A,2003,37625,Real-Time Integrated Detection and Compression from Unm,24998,DN/Navy Misc. Bases and Agencies,DOD,Space
UCSD,"Cosman, Pamela C",Engnrng    ,ECE          ,27059A,2003,37635,Region-Based Image Compression Subject to Energy and Ba,592147,ONR,DOD,Space
UCSD,"Belongie, Serge J.",Engnrng    ,CSE           ,26082A,2003,37638,NGT5-50479 Serge Belongie,72000,Goddard Space Flight Center,NASA,Space
UCSD,"Dennis, Edward A",Physical Sciences,Chemistry                     ,30061A,2003,37643,Lipid Maps,35621847,General Medical Sciences,NIH,Space
UCSD,"Lenert, Leslie A",School of Medicine,Medicine                      ,26290A,2003,37645,Wireless Internet Info System for Medical Response in D,4105027,Library of Medicine,NIH,Space
UCSD,"Lyden, Patrick Donovan",School of Medicine,Neuro                 ,"30024A,30031B,30031C,30031D,30031E,30031F",2003,37648,Therapeutic Window for Acute Stroke Therapy,6461331,Neurological Disorders and Stroke,NIH,Space
UCSD,"Micciancio, Daniele",Engnrng    ,CSE           ,21955A,2003,37654,ITR: Cryptography: From User needs to Protocol Design,300000,Computer & Communication Foundations,NSF,Space
UCSD,"Baden, Scott B",Engnrng    ,CSE           ,21965A,2003,37657,ITR: Asynchronous Execution for Scalable Simulation of,550000,Computer & Network Systems,NSF,Space
UCSD,"Chien, Andrew A",Engnrng    ,CSE           ,21954A,2003,37658,"RI: FWGrid: A Research Infrastructure with Fast Wires,",1800000,Computer & Network Systems,NSF,Space
UCSD,"Cruz, Rene L",Engnrng    ,ECE          ,21869A,2003,37659,Radio Resource Allocation in Wireless Communication Net,330000,Computer & Network Systems,NSF,Space
UCSD,"Cruz, Rene L",Engnrng    ,CSE           ,22000A,2003,37660,NRT: Micro-Buffered Networks,300000,Computer & Network Systems,NSF,Space
UCSD,"Baru, Chaitanya Krishna ",Engnrng    ,SDSC,21168A ,2003,37664,Collaborative Research: CHRONOS Network for Earth Syste ,281000,Earth Sciences,NSF,Space
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,"32445A,32445B",2003,37665,REU: Time-Resolved Nanoscale Detection of Complex Ampli,276000,Electrical & Communications Systems,NSF,Space
UCSD,"Berman, Francine D",Engnrng    ,SDSC,"22035A,22035B",2003,37666,ITR: Collaborative Research: Building the Tree of Life,2597000,Emerging Frontiers,NSF,Space
UCSD,"Arzberger, Peter W",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,"32139A,32139B,32139C",2003,37671,Pacific Rim Application and Grid Middleware Assembly,1410517,International Science and Engineering,NSF,Space
UCSD,"Zeidler, James R",Engnrng    ,ECE          ,27518A,2004,37989,Space-Time Processing for Tactical Mobile Ad-Hoc Networ,2582145,"ARO, Durham, NC",DOD,Space
UCSD,"Asbeck, Peter Michael",Engnrng    ,ECE          ,78839A,2004,37992,Material Characterization and HFET Modeling Using Nitri,131000,DAF/AFRL,DOD,Space
UCSD,"Yu, Paul K L",Engnrng    ,ECE          ,27333A,2004,37994,Wideband Electroabsorption Modulator for Microwave Phot,35000,DAF/AFRL,DOD,Space
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,27331A,2004,37997,(QC Theme) Resonant Quantum Device Technologies,589328,DARPA,DOD,Space
UCSD,"Schuller, Ivan K",Physical Sciences,Physics                       ,27106A,2004,38012,Novel Magnetic Devices,200000,ONR,DOD,Space
UCSD,"Zeidler, James R",Engnrng    ,ECE          ,78469A,2004,38013,Constant Envelope Orthogonal Frequency Division Modulat,185410,ONR,DOD,Space
UCSD,"Zeidler, James R",Engnrng    ,ECE          ,27112A,2004,38014,Interference Mitigation with Imperfect or Unavailable R,196800,ONR,DOD,Space
UCSD,"Wooley, John C",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,82330A,2004,38016,Joint Center for Structural Genomics,1836603,General Medical Sciences,NIH,Space
UCSD,"Ideker, Trey G",Engnrng    ,Bioeng               ,28857A,2004,38020,Enabling Pathway Queries in Large Molecular Interaction,485716,Computer & Communication Foundations,NSF,Space
UCSD,"Kahng, Andrew B",Engnrng    ,CSE           ,28856A,2004,38021,New Directions for Advanced VLSI Manufacturability,120000,Computer & Communication Foundations,NSF,Space
UCSD,"Krueger, Ingolf Heiko",Engnrng    ,Calit2,22125A,2004,38022,Workshop: Future Generation Software Architectures in t,24361,Computer & Network Systems,NSF,Space
UCSD,"Micciancio, Daniele",Engnrng    ,CSE           ,28887A,2004,38023,Collaborative Research: High Fidelity Methods for Secur,380000,Computer & Network Systems,NSF,Space
UCSD,"Snavely, Allan",Engnrng    ,SDSC,28842A,2004,38027,Collaborative Research: Performance Measurement & Model,262500,Computer & Network Systems,NSF,Space
UCSD,"Snoeren, Alex C.",Engnrng    ,CSE           ,22135A,2004,38028,CAREER: Decoupling Policy from Mechanism in Internet Ro,474000,Computer & Network Systems,NSF,Space
UCSD,"Vahdat, Mohammed Amin",Engnrng    ,CSE           ,28836A,2004,38029,"Framework for Designing, Evaluating, and Deploying Glob",345636,Computer & Network Systems,NSF,Space
UCSD,"Fainman, Yeshaiahu",Engnrng    ,ECE          ,"28859A,28859B",2004,38031,REU: NIRT: Nanophotonics for Optical Delay Engineering,1306000,Electrical & Communications Systems,NSF,Space
UCSD,"Ferrante, Jeanne",Engnrng    ,CSE           ,28837A,2004,38032,Training Tomorrow's Technology Leaders Through Educatio,100000,Engineering Education and Centers,NSF,Space
UCSD,"Baru, Chaitanya Krishna",Engnrng    ,SDSC,"28863A,28863B",2004,38034,Spatiotemporal Analysis of 9-1-1 Call Stream Data,600000,Information & Intelligent Systems,NSF,Space
UCSD,"Wienhausen, Gabriele",PROVOST,Sixth College Acad. Affairs   ,"22146A,22146B",2004,38036,Collaborative Undergraduate Experiences in the Pacific,290283,International Science and Engineering,NSF,Space
UCSD,"Orcutt, John A",SIO,IGPP                          ,28875A,2004,38039,Collaborative Research: Looking Ahead:  Designing the N,1972885,Ocean Sciences,NSF,Space
UCSD,"Claffy, Kimberly C",Engnrng    ,SDSC,"28865A,28865B,28865C",2004,38040,REU Supplement to ITR Collaborative Research: (NHS+EVS),3420981,Shared Cyberinfrastructure,NSF,Space
UCSD,"Kenneally, Erin E",Engnrng    ,SDSC,24938A,2004,38042,Internet Forensics Toolkit for Law Enforcement,279999,,USDJ Office Of Justice Programs,Space
UCSD,"Nguyen, Truong Quang",Engnrng    ,ECE          ,28034A,2005,38361,Real-time Compression for the PowerPC and Port to the C,49138,DN Naval Surface Warfare Ctr,DOD,Space
UCSD,"Nguyen, Truong Quang",Engnrng    ,ECE          ,28036A,2005,38362,Enhanced Change Detection Performance Techniques and EO,40000,DN Naval Surface Warfare Ctr,DOD,Space
UCSD,"Hodgkiss, William S",SIO,MPL                           ,27115A,2005,38378,Exploitation of Environmental Complexity in Shallow Wat,375046,ONR,DOD,Space
UCSD,"Hodgkiss, William S",SIO,MPL                           ,27116A,2005,38379,Geoacoustic Inversion and the Evaluation of Model and P,741395,ONR,DOD,Space
UCSD,"Nguyen, Truong Quang",Engnrng    ,ECE          ,27135A,2005,38381,Integrating Wavelet-Based Embedded Compression Unit wit,72150,ONR,DOD,Space
UCSD,"Wang, Deli",Engnrng    ,ECE          ,27111A,2005,38382,Semiconductor Nanowire Heterostructures for Novel Elect,218129,ONR,DOD,Space
UCSD,"Esener, Sadik C",Engnrng    ,ECE          ,30910A,2005,38386,"Center of Nanotechnology for Treatment, Understanding,",5879494,Cancer ,NIH,Space
UCSD,"Ellisman, Mark H",School of Medicine,Neuro                 ,33239A,2005,38387,Mouse BIRN,829503,Center for Research Resources,NIH,Space
UCSD,"Wooley, John C",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,82411A,2005,38388,Joint Center for Structural Genomics (JCSG-2),801713,General Medical Sciences,NIH,Space
UCSD,"Arzberger, Peter W",VC-Grad Studies/Rsch          ,VC-Grad Studies/Rsch          ,28909A,2005,38389,Collaborative Research: Automating Scaling and Data Pro,401580,Biological Infrastructure,NSF,Space
UCSD,"Zeger, Kenneth A",Engnrng    ,ECE          ,"28892A,28892B",2005,38394,REU - Advanced Coding for Multidimentional Channels,512000,Computer & Communication Foundations,NSF,Space
UCSD,"Vahdat, Mohammed Amin",Engnrng    ,CSE           ,28520A,2005,38395,Collaborative Research: NeTS-NBD: An Evolvable Architec,165000,Computer & Network Systems,NSF,Space
UCSD,"Belongie, Serge J",Engnrng    ,CSE           ,28903A,2005,38399,CAREER: Algorithms for Nonrigid Structure from Motion,320000,Information & Intelligent Systems,NSF,Space
